"gender","age_write_as_number_please","university","academic_year","fathers_educational_status","mothers_educational_status","family_monthly_income_nis","residence","do_you_have_your_own_computer_laptop_for_studies","did_you_study_research_methodology_in_your_university","a_scale_from_1_to_5_like_grades_on_the_examination_is_called","which_following_software_is_used_for_reference_of_science_article","what_is_the_variable_scale_of_blood_type","which_referencing_style_is_commonly_accepted_for_general_medical_dissertations_and_most_medical_journals","what_is_the_definition_of_medline","in_which_part_of_an_article_do_you_talk_about_the_study_limitations","which_of_the_following_types_of_research_sees_sample_loss_more_commonly","which_item_is_not_part_of_a_scientific_original_paper","student_attitude_toward_research_assessment_approach_research_makes_me_anxious","student_attitude_toward_research_assessment_approach_research_should_be_taught_to_all_students","student_attitude_toward_research_assessment_approach_i_enjoy_research","student_attitude_toward_research_assessment_approach_research_is_interesting","student_attitude_toward_research_assessment_approach_i_like_research","student_attitude_toward_research_assessment_approach_i_feel_insecure_concerning_the_analysis_of_research_data","student_attitude_toward_research_assessment_approach_research_scares_me","student_attitude_toward_research_assessment_approach_research_is_useful_for_my_career","student_attitude_toward_research_assessment_approach_i_find_it_difficult_to_understand_the_concepts_of_research","student_attitude_toward_research_assessment_approach_i_make_many_mistakes_in_research","student_attitude_toward_research_assessment_approach_i_have_trouble_with_arithmetic","student_attitude_toward_research_assessment_approach_i_love_research","student_attitude_toward_research_assessment_approach_i_am_interested_in_research","student_attitude_toward_research_assessment_approach_research_is_connected_to_my_field_of_study","student_attitude_toward_research_assessment_approach_most_students_benefit_from_research","student_attitude_toward_research_assessment_approach_research_is_stressful","student_attitude_toward_research_assessment_approach_research_is_very_valuable","student_attitude_toward_research_assessment_approach_research_makes_me_nervous","student_attitude_toward_research_assessment_approach_i_use_research_in_my_daily_life","student_attitude_toward_research_assessment_approach_the_skills_i_have_acquired_in_research_will_be_helpful_to_me_in_the_future","student_attitude_toward_research_assessment_approach_research_is_useful_to_every_professional","student_attitude_toward_research_assessment_approach_knowledge_from_research_is_as_useful_as_writing","student_attitude_toward_research_assessment_approach_research_is_irrelevant_to_my_life","student_attitude_toward_research_assessment_approach_research_should_be_indispensable_in_my_professional_training","student_attitude_toward_research_assessment_approach_research_is_complicated","student_attitude_toward_research_assessment_approach_research_thinking_does_not_apply_to_my_personal_life","student_attitude_toward_research_assessment_approach_i_will_employ_research_approaches_in_my_profession","student_attitude_toward_research_assessment_approach_research_is_difficult","student_attitude_toward_research_assessment_approach_i_am_inclined_to_study_the_details_of_research_procedures_carefully","student_attitude_toward_research_assessment_approach_research_orientated_thinking_plays_an_important_role_in_my_daily_life","student_attitude_toward_research_assessment_approach_research_is_a_complex_subject","assess_the_barriers_to_research_students_lack_of_timely_funding_of_research_lack_of_funds","assess_the_barriers_to_research_students_lack_of_appropriate_databases","assess_the_barriers_to_research_students_lack_of_access_to_laboratory_equipment_for_performing_research_project","assess_the_barriers_to_research_students_lack_of_access_to_studies_across_the_country","assess_the_barriers_to_research_students_lack_of_cooperation_between_research_centers","assess_the_barriers_to_research_students_lack_of_suitable_research_space","assess_the_barriers_to_research_students_dissatisfaction_with_encouragement_of_researchers_to_do_research","assess_the_barriers_to_research_students_poor_attention_given_to_researchers_and_creative_faculty","assess_the_barriers_to_research_students_priority_on_education_over_research_in_university","assess_the_barriers_to_research_students_lack_of_time_to_do_research_because_of_educational_tasks","assess_the_barriers_to_research_students_poor_collaboration_between_departments_and_research_centers","assess_the_barriers_to_research_students_personal_economic_financial_problems","assess_the_barriers_to_research_students_insufficient_research_skills","assess_the_barriers_to_research_students_lack_of_familiarity_with_research_studies","assess_the_barriers_to_research_students_lack_of_familiarity_with_statistical_analysis","assess_the_barriers_to_research_students_lack_of_skills_for_writing_papers","assess_the_barriers_to_research_students_lack_of_skills_for_submitting_articles","assess_the_barriers_to_research_students_lack_of_familiarity_with_research_proposal_writing","assess_the_barriers_to_research_students_lack_of_good_research_ideas","assess_the_barriers_to_research_students_lack_of_ability_to_publish_article_after_the_completion_of_the_project","assess_the_barriers_to_research_students_boring_and_difficult_to_research_because_of_the_lack_of_skill","assess_the_barriers_to_research_students_lack_of_research_needs_and_priorities_in_university_health_system","assess_the_barriers_to_research_students_lack_of_coordination_of_research_priorities_with_research_ideas","assess_the_barriers_to_research_students_inappropriate_or_insufficient_consultation_before_drafting_research_proposals","assess_the_barriers_to_research_students_inappropriate_or_insufficient_guidance_for_writing","assess_the_barriers_to_research_students_lack_of_research_applications_in_personal_life_and_professional_job","assess_the_barriers_to_research_students_lack_of_interest_in_research","assess_the_barriers_to_research_students_lack_of_significant_income_to_do_research","assess_the_barriers_to_research_students_lack_of_confidence_in_potential_for_completing_research","assess_the_barriers_to_research_students_prefer_to_use_the_free_time_to_do_other_tasks","assess_the_barriers_to_research_students_fear_of_making_mistakes_in_research_and_being_blamed_by_others","assess_the_barriers_to_research_students_lack_of_professor_input_with_students","did_you_participate_in_a_research_project_before","how_many_research_projects_did_you_participate_in_please_write_zero_if_you_never_participated","how_many_publications_do_you_have_please_write_zero_if_you_don_t_have_publications","have_you_ever_enrolled_in_attended_research_methodology_workshop_or_training","how_many_poster_presentations_did_you_do_please_write_zero_if_you_don_t_have_poster_presentation","how_many_research_related_oral_presentations_did_you_do_please_write_zero_if_you_don_t_have_oral_presentation","which_process_do_you_contribute_to_in_the_research_choose_multiple_answers_if_you_participate_in_more_than_one_process_answer_only_if_you_participated_in_a_research_project_before","type_of_research_projects_conducted_answer_only_if_you_participated_in_a_research_project_before","age_group","attitude_score","barrier_score"
"Female",19,"Arab American University","Second","Primary education (Grades 1-6) or Preparatory education (Grades 7-9)","Primary education (Grades 1-6) or Preparatory education (Grades 7-9)","4,000-6,000 NIS","Rural","Yes, personal device","Yes","Ordinal","I don’t Know","Nominal","I don’t Know","Association for informed medical providers","I don’t Know","Case – control","Letters to the Editor",1,3,3,3,3,1,1,3,2,2,1,3,3,3,3,3,3,2,1,3,3,3,3,3,2,2,3,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,"No",0,0,"Yes",0,0,"Data analysis","Clinical trials","18-20",2.48387096774194,2.5
"Male",22,"Arab American University","Fourth","Postgraduate degrees (Master's or PhD)","Diploma or Bachelor's degree","Prefer not to answer","Urban","Yes, personal device","Yes","Ordinal","EndNote","Nominal","Vancouver","Medical database","Discussion","Cohort","Letters to the Editor",1,3,3,3,3,1,1,3,1,2,2,3,3,3,3,1,3,1,2,3,3,3,1,3,1,1,3,1,3,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,"Yes",1,0,"Yes",1,4,"The concept of research, Literature review, Writing of the proposal, Data entry, Manuscript writing","Case reports, Basic science projects, Cross-sectional studies","20-24",2.25806451612903,2.75
"Female",20,"Arab American University","Third","Diploma or Bachelor's degree","Diploma or Bachelor's degree","4,000-6,000 NIS","Rural","Yes, personal device","Yes","Ordinal","EndNote","Nominal","Chicago","Medical database","Discussion","I don’t Know","Letters to the Editor",2,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,1,2,3,3,2,3,2,2,3,3,3,2,3,1,2,2,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,2,3,3,2,2,3,3,2,2,2,3,3,2,"No",0,0,"No",0,2,NA,"Case reports, Basic science projects","20-24",2.61290322580645,2.53125
"Female",23,"Al-Quds University","Sixth","Diploma or Bachelor's degree","Diploma or Bachelor's degree","More than 8,000 NIS","Rural","Yes, personal device","Yes","I don’t Know","I don’t Know","I don’t Know","I don’t Know","I don’t know","I don’t Know","I don’t Know","I don’t Know",2,3,2,2,2,3,2,3,2,3,2,2,3,3,3,2,3,2,1,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Yes",1,0,"No",1,0,"Data entry, Manuscript writing","Case reports, Review articles (narrative or systematic review or meta-analysis)","20-24",2.25806451612903,2
"Female",18,"Arab American University","Second","Secondary education/Tawjihi (Grades 10-12)","Diploma or Bachelor's degree","4,000-6,000 NIS","Urban","Yes, personal device","No","Ratio scale","EndNote","Nominal","Harvard","Association for informed medical providers","Discussion","Cohort","Methods and Materials",2,3,3,3,3,3,1,3,2,3,1,3,3,3,3,3,3,1,1,3,3,3,1,3,3,1,3,2,3,3,1,2,1,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,1,2,1,3,2,2,2,2,2,3,1,1,"No",0,0,"No",0,3,"Writing of the proposal","Case reports","18-20",2.45161290322581,1.90625
"Female",21,"Arab American University","Fifth","Secondary education/Tawjihi (Grades 10-12)","Primary education (Grades 1-6) or Preparatory education (Grades 7-9)","Less than 4,000 NIS","Rural","Yes, personal device","Yes","Ratio scale","I don’t Know","Serial","Harvard","I don’t know","Introduction","I don’t Know","Letters to the Editor",3,3,2,2,1,1,3,3,3,2,2,1,1,3,2,3,3,3,1,1,3,3,2,2,1,2,2,3,2,2,3,3,3,3,1,1,3,2,2,3,3,2,3,2,3,2,3,3,2,3,3,1,3,3,3,3,3,3,3,3,2,1,3,"No",0,0,"Yes",0,0,NA,NA,"20-24",2.19354838709677,2.53125
"Female",19,"Arab American University","Second","Postgraduate degrees (Master's or PhD)","Diploma or Bachelor's degree","More than 8,000 NIS","Rural","Yes, shared family device","No","I don’t Know","SPSS","I don’t Know","I don’t Know","I don’t know","Discussion","I don’t Know","Letters to the Editor",2,3,3,3,3,2,2,3,1,2,1,2,3,3,3,3,3,2,1,3,3,3,1,3,2,1,3,2,3,1,2,3,2,3,2,2,3,3,1,2,3,2,3,3,3,2,2,3,3,1,3,2,1,2,3,3,1,1,1,3,2,2,3,"No",0,0,"Yes",0,0,NA,NA,"18-20",2.32258064516129,2.28125
"Female",20,"Arab American University","Second","Diploma or Bachelor's degree","Diploma or Bachelor's degree","4,000-6,000 NIS","Urban","No access to computer/laptop","Yes","Interval","I don’t Know","Nominal","I don’t Know","I don’t know","Acknowledgment","Cross Sectional","I don’t Know",3,3,2,3,2,3,1,3,3,2,2,2,1,3,2,2,2,1,1,1,2,2,1,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"No",0,0,"No",0,0,NA,NA,"20-24",2.03225806451613,2
"Female",23,"Arab American University","Sixth","Postgraduate degrees (Master's or PhD)","Diploma or Bachelor's degree","4,000-6,000 NIS","Urban","Yes, personal device","Yes","Nominal","SPSS","I don’t Know","Vancouver","I don’t know","Discussion","Cross Sectional","Letters to the Editor",2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,1,3,3,3,3,1,3,2,1,3,3,"Yes",3,0,"Yes",0,0,"Literature review, Writing of the proposal, Data entry","Case reports, Retrospective clinical studies, Cross-sectional studies","20-24",2.70967741935484,2.6875
"Male",24,"Arab American University","Sixth","Diploma or Bachelor's degree","Diploma or Bachelor's degree","4,000-6,000 NIS","Urban","Yes, personal device","Yes","Ratio scale","I don’t Know","Serial","I don’t Know","Medical database","I don’t Know","I don’t Know","I don’t Know",2,2,2,2,3,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,3,1,3,3,3,3,3,3,3,3,3,1,2,3,3,3,2,2,2,2,2,2,1,3,2,1,3,2,2,3,3,"Yes",0,0,"Yes",0,0,"The concept of research","Case reports","20-24",1.61290322580645,2.375
"Male",20,"Arab American University","Third","Postgraduate degrees (Master's or PhD)","Diploma or Bachelor's degree","More than 8,000 NIS","Refugee Camp","Yes, personal device","Yes","Interval","I don’t Know","Nominal","I don’t Know","I don’t know","Discussion","Case – control","Discussion",1,3,3,3,3,2,1,3,2,1,1,3,3,1,2,2,1,2,1,2,3,3,3,3,3,3,1,1,1,1,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,3,1,1,3,2,1,3,3,1,2,3,2,2,2,1,2,3,"No",0,0,"No",0,0,"Writing of the proposal","Cross-sectional studies","20-24",2.06451612903226,2.03125
"Male",29,"Arab American University","Fifth","Diploma or Bachelor's degree","Diploma or Bachelor's degree","More than 8,000 NIS","Refugee Camp","No, use university/public facilities","No","Ordinal","Access","Distance","Harvard","Print format chosen medical","Introduction","Cohort","Letters to the Editor",2,2,2,2,3,3,1,3,1,3,3,2,2,1,2,2,3,2,3,1,2,2,3,2,2,2,2,2,2,2,2,3,3,3,1,3,2,2,1,3,1,3,1,2,2,2,2,2,2,2,3,1,3,1,2,1,3,1,1,1,2,2,2,"No",1,1,"No",4,1,"Real execution","Basic science projects","25+",2.12903225806452,1.96875
"Male",24,"Arab American University","Sixth","Diploma or Bachelor's degree","Secondary education/Tawjihi (Grades 10-12)","Prefer not to answer","Rural","Yes, personal device","Yes","Ordinal","EndNote","Nominal","Vancouver","Medical database","Acknowledgment","Clinical trial","Letters to the Editor",1,3,3,3,3,2,1,3,2,2,2,3,3,3,2,3,3,2,2,3,3,3,1,3,3,1,3,3,3,3,3,3,2,3,3,3,2,2,3,1,1,2,3,3,2,3,2,3,2,2,3,1,1,1,1,1,1,1,2,2,2,2,2,"Yes",2,0,"Yes",0,0,"Literature review, Data entry, Data analysis, Manuscript writing","Retrospective clinical studies","20-24",2.51612903225806,2.03125
"Female",22,"Arab American University","Fifth","Diploma or Bachelor's degree","Secondary education/Tawjihi (Grades 10-12)","More than 8,000 NIS","Rural","Yes, personal device","Yes","Ordinal","I don’t Know","Nominal","I don’t Know","Medical database","Discussion","Cohort","Letters to the Editor",1,3,3,3,3,3,1,3,1,3,3,3,3,3,3,1,3,1,2,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,1,3,3,3,1,3,1,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,3,"Yes",2,0,"Yes",0,0,"The concept of research, Literature review, Writing of the proposal, Real execution, Data entry, Manuscript writing","Retrospective clinical studies, Cross-sectional studies","20-24",2.38709677419355,2.25
"Male",24,"Al-Quds University","Sixth","Diploma or Bachelor's degree","Primary education (Grades 1-6) or Preparatory education (Grades 7-9)","More than 8,000 NIS","Urban","Yes, personal device","Yes","Ordinal","EndNote","Nominal","Vancouver","Medical database","Methods and Materials","Cohort","Letters to the Editor",3,3,1,2,1,3,3,3,2,2,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,1,1,3,3,1,3,3,"Yes",5,2,"Yes",1,1,"The concept of research, Literature review, Writing of the proposal, Real execution, Data entry, Data analysis, Manuscript writing","Case reports, Retrospective clinical studies, Cross-sectional studies","20-24",2.48387096774194,2.65625
"Male",24,"Al-Quds University","Sixth","Postgraduate degrees (Master's or PhD)","Postgraduate degrees (Master's or PhD)","More than 8,000 NIS","Urban","Yes, personal device","Yes","Ordinal","I don’t Know","Nominal","I don’t Know","I don’t know","I don’t Know","I don’t Know","Letters to the Editor",1,3,2,3,3,2,1,3,2,3,3,3,3,3,3,2,2,1,2,3,3,2,2,2,2,2,3,2,3,2,3,1,3,3,3,3,3,2,2,2,1,2,3,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,"Yes",2,0,"No",1,0,"Data entry, Data analysis","Case reports, Basic science projects, Review articles (narrative or systematic review or meta-analysis)","20-24",2.38709677419355,2.34375
